place_id,name,lat,lon,average_rating,total_review_count,earliest_available_review_date,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
ChIJSy2aGaox2jAR2pm6Oc0vjYs,Achi@Cha Coffee,18.771960200000002,98.98997589999999,4.9,11,2023-07-29,"Hidden Gem that we stumbled upon! Great vibe, super yummy coffee, we had a cappuccino, an Iced Latte and our child had a treat drink called coco mint! The family that runs the shop is so kind. It’s a great place to chill out!",friendly.  nice coffee.  chill,"Stumbled upon this friendly place when I was cycling around, it appeared exactly when I needed something refreshing!","Delicious drinks
Great prices
Amazing atmosphere under the trees

The coffee is very fragrant and rich, and the green tea is strong. The shop may not be large and there aren't many seats, but the baristas are very attentive.

There's enough parking in front of the shop for one car, but it might be more convenient if you're traveling by motorcycle.

If you're passing by, I highly recommend stopping by and giving it a try.","The lemon tea is not very good, it is a small cup and I finish it quickly. The price is 35 baht. You can also drink coffee here. There are two semi-automatic coffee machines, the price is about 50 baht."
ChIJ4SiGFisx2jAR9GzKs6wYhC4,ร้านขนมเมืองเพชร,18.7678943,98.9969747,5.0,2,2021-11-20,"Nine auspicious Thai desserts according to ancient texts, used in auspicious ceremonies: 🍥 Thong Ek, Thong Yip, Thong Yod, Foy Thong, Khanom Met Khanun, Khanom Ja Mongkut, Khanom Chan, Khanom Thua Fu, and Khanom Saneh Chan.
Other Thai desserts: 🍴 Mo Kaeng, Khanom Na Nuan, Khanom Kleeb Lamduan, Khao Tom Mat, etc.
Find them all at Phetchaburi Dessert Shop 💎 Arranged according to the host's wishes 🍶
The coffee is incredibly delicious ☕️ I just had to recommend it!
When you think of Thai desserts, stop by!","The dessert is so delicious. No matter where I go, it's not as delicious as here.💖😊",,,
ChIJ7XxYBKQx2jARxEDTMDosEGE,เนี๊ยะงัยกาแฟโบราณ,18.768304399999998,98.9978038,,,,,,,,
ChIJXTMvywsx2jARFikE4766XzQ,ตราบุญ Coffee Station,18.772161999999998,98.99422600000001,5.0,145,2024-11-24,"Hidden Gem small coffee shop in Chiangmai city
Amazing price compared to the taste and quality of coffee.
Cozy atmosphere.
You can park car or motorcycle on the road nearby.
Be back for sure.",Hidden gem in Chiang mai with delicious coffeee!!! And such cheap prices too! Highly recommend! Vegan milks available too!,My new favorite coffee place in Chiang Mai!!! Super friendly owner and good price with delicious coffee that makes us come back every day😍 Plum Americano is 🔥🔥🔥they also have plant based milk available for vegans 💚,Owner was quite fluent with English and was great to talk all things culture with him. Coffee was good and nice to sit in the sun in an informal environment. And just chat .,Excellent Mocha coffee. Very friendly and relaxed place. They even gave us homemade Christmas biscuits and mixed berries tea. Popular with locals. Lovely Wat nearby.
ChIJJ_XfKtEx2jARgGH8JCRXQOY,Kavarna Coffee,18.7700909,98.998622,5.0,1,2023-02-12,Good coffee,,,,
ChIJxyzqQAAx2jARfhKf2jmgVfc,เลิศนิยม Lortniyom,18.768543599999997,98.9992238,,,,,,,,
ChIJo4t3Ft8x2jARD4uTZE3w1Dc,Asnacoffee&tea,18.7691797,99.0007656,5.0,2,,,,,,
ChIJr5NL1dcx2jAR1BshuiNZjIU,iHoy,18.7697751,98.99983259999999,5.0,11,2025-02-06,"I recently visited the Fruit Tea Booth and had a delightful experience. The booth offers a wide variety of teas, each with unique and refreshing flavors. Whether you're a fan of classic green tea or prefer something more exotic like passion fruit tea, there's something for everyone.

The prices are very reasonable, making it an affordable treat for any time of the day. Plus, the booth is located in an easily accessible area, so it's convenient to stop by whether you're on a quick break or out for a leisurely stroll.

The staff are incredibly friendly and welcoming, always ready to help you choose the perfect tea or answer any questions you might have. Their warm service adds to the overall pleasant experience.

Overall, the Fruit Tea Booth is a fantastic spot for tea lovers looking for variety, good prices, and excellent service. Highly recommended!",The fruit tea here tastes very good. Drinking is refreshing and suitable for the hot weather in Thailand.,Excellent! Delicious and healthy too.,The perfume is so sweet and delicious.,"Strawberry tea, so fragrant!"
ChIJhQ0MAxAw2jARwfEuoLNUBVg,ร้านเชียงใหม่ คาเฟ่,18.768183099999998,99.0013096,5.0,1,2019-04-21,,,,,
ChIJNXG9g1wx2jARdTr7_ahO03Y,Best Coffee & Co-Working,18.7700973,98.99879089999999,5.0,3,2019-04-19,"Spent the afternoon here taking advantage of their intro offer, 25 Baht for any item on menu.
Chilled vibe, relaxing background music, Great Coffee, they make their iced coffees with fresh coffee not instant like so many places.
WiFi fast and reliable.
A little out of the city but walking distance or the red taxis stop right outside, well worth the stroll.","Great Coffee, Good smell and Strong flavour.
Promotion until end of April all menu items 25 Baht.
Great value.","Great Fresh Coffee, Fast WiFi, Sitting in the sun 42° working. Perfect.",,
ChIJYcETDgAx2jARydn23G63CAc,Restaurante,18.770289,98.998589,4.0,1,2025-11-03,"Newly opened shop, glad to see more Halal restaurants.",,,,
ChIJibAb3iUx2jARb_3dG1sQG9s,Boom coffee& bakery,18.7703593,98.9987507,4.6,10,2022-02-23,Pretty basic place. But did it’s job.,"☕️This coffee shop is owned by Nang Indy 💁🏻Selling humor, emphasizing friendliness, treating customers like friends 🤪
In addition to drinks 🍶🍹🧉🧋, there are also a variety of snacks that are constantly changing, so you won't get bored. Authentic southern snacks, come and find them here 🥜🍿🍫🍭🍬
The shop has been renovated into a cute corner to accommodate those who like to chill 🧘🏻‍♀️.
If you eat southern curry at Hat Yai Chokdee 🍛, you have to order a drink from Je Bum to get the full flavor 💃🏻",The shop is beautifully decorated. The drinks are reasonably priced. I like it.,"The coffee tastes great, and there's a wide selection of snacks. They also sell souvenirs.
I went during a promotion where they had 3 cups for 100 baht, so the quality was excellent for the price.
The owner is very friendly. I liked it.","The shop owner is super cute.
Now they also offer fortune telling services for customers. 🥰😍🥰"
ChIJG7fFq2Qx2jARruScsabEs74,Light Beverage and MORE,18.7693892,99.00148399999999,4.9,365,2025-03-17,"Cocoa Latte 70 ฿ (2026)

Has English menu.

A hidden gem!!

Just look at the view, and the greens in the cafe, they are so relaxing and beautiful.

The owner/staff very friendly and smiling. It gives good vibe.

There are many different types of seating and the design is very good as not cramp so it won’t get noisy.

And the Ping river is the main protagonist, peaceful, calm, murky.

And the sun, best supporting actor of all time, shining thru the trees on my seat, on the river, making it glistening from time to time.

And best cameo goes to occasional boat passing by, making ripples, just like witnessing time passing in slow motion and dance right in front of my eyes.

I stare at it for the longest time, while enjoying my coffee, didn’t realize time passing in un relative sense.

I had my AirPod on, with Debussy playing for me, this could be one of the best moment that I need to remember how wonderful to be alive.

I am just another ordinary human, quietly living, but I awed at my blessing, the beauty of my surroundings.

The feeling is wonderful.

And I wish you could feel that too.","An enchanting coffee shop by the Ping River, with lots of shaded seating throughout the garden and deck areas. It's a tranquil place to relax and watch the river flow by. There are swings, a kids rock climbing wall, an aviary and a large car/motorbike parking area. Friendly service and excellent coffee (hot latte 65 baht, Sep 25).",My new favorite coffee shop in Chiang Mai. Situated off the main road on the Ping River. Loads of outside seating to enjoy the sounds of nature and the river.  Coffee delicious and a simple food menu. Friendly staff. Will try a dessert next time!,"Nice, relaxing coffee shop overlooking the Ping River. It has lots of outside seating. With a river breeze and oscillating fans, sitting in the shade sipping an iced latte was comfortable and relaxing even with the temperature hovering around 100°F/38°C. ☕😎","Impressive services with Scrumptious desserts and beverages 👍 Except some healthy point that I must speak it out ➡️ people normally know that chilling themselves amid greenery and nice atmosphere like this should not smoke any cigarettes to harm others' respiratory track, but two foreigners keep smoking just like fresh air exists for themselves only, what a bad social etiquette😣"
ChIJd3kFKDkx2jARNpajhQgxrX4,10 Baht Fruit Shake,18.770623,98.9985454,4.8,23,2018-07-28,This spot deserves a spot in the Guinness World Records for offering the most affordable and delicious juice globally! It baffles me how it remains under the radar. Anyone visiting will witness a diligent woman serving a daily crowd of satisfied customers. And at just 10 baht? It's the steal of the century!,lovely smoothie for 10 bath 🩷,"10 baht smoothies, deal of the century","Unbelievable smoothy of mix fruit, a cup is only 10 baht.","For such a ridiculously low price I cant be super critical of a 10 baht fruit shake but the ones for 4 times the price are so much better.  This was very diluted, not a lot of fruit but for 10 baht what can you expect.  I liked the old lady serving the shakes she had real character and it’s people and places like this I discover that makes Chiang Mai so awesome! #BeatTheGrind"
ChIJnfpyJt4x2jARRH3a6YSX86M,Wooden Door Cafe,18.7718866,98.99888589999999,4.8,550,2025-10-20,This place is amazing! Don’t get a water get one of the drinks… they are fun. You can’t go wrong with any of the food certainly recommend any of the items with the sourdough bread. I am from California and I will say this western style food café is better than what’s back at home.,"This cafe has excellent service and the food is great. We have had lattes, traditional Thai tea, breakfast and a couple of their desserts. All was well prepared and delicious. The honey mango smoothie was a favourite. The staff are friendly and the location has air conditioning indoors with patio tables covered by umbrellas in the back.","Wonderful breakfast, so we ate here twice during our stay! Generous portion sizes, freshly prepared food, and a nice variety of options. Prompt service, excellent coffee. Inside seating is small but quiet, beautiful courtyard in the back for outside seating. Clean toilets available.","Go here!!!
The Bacon Cheddar Omelet paired with the sourdough toast could not have been any better, simply perfect as well as delicious!!! Your friendliness,  attentiveness,  food quality, as well as cleanliness are beyond appreciated,  thanks for a flawless dining experience!!

Oh, and also the atmosphere is very nice!!

Keep up the great work.","one of my favourite place in Chiang Mai 😍
food is absolutely delicious. service it great. have a breakfast here at least 2 times a week and every time it’s the best. I try every dish and I like all of them!"
ChIJlZ1BHA8w2jARf4L0RSSvv_w,Roar Cafe,18.7722026,98.99936509999999,4.4,130,2025-03-22,"I absolutely love Roar! Great coffee, especially the iced coconut americano. They serve fresh bakery and breakfast (American - English style, eggs, sausage, etc) but also Greek yogurt. Nice staff, quiet, nice space, excellent WiFi, AC, great to work (laptop friendly) and super honest prices. Highly recommend it :)","Was staying nearby at the Astra and this little coffee shop saved the morning. The baristas are sweet, and the flat white was smooth with cute art :) Calm and open air environment .. you won’t freeze of A/C 🙏","Only bought coffees here but it’s amazing, they started to remember our order. It was just downstairs from where we’re staying and went everyday for 2 weeks! And tried other places but not as good coffee!","Highly recommend, delicious food. Free wifi provided too which is a nice bonus. We ordered the scrambled egg sausage and bacon on rice bowl - yum! Definitely hit the spot. Coffee is on point too. Thank you!",Stumbled here by accident & the matcha & caramel machiato were amazing as were the chocolate danish & almond croissant
ChIJ3e_2h80x2jARqvk0H9gU1U0,โรตีมุสตาฟา&มุสลิม ช้างคลาน,18.770877300000002,98.9998633,4.8,37,2018-05-09,"Another recommended rotee shop in the city.
Price is reasonable. And the taste is good, edible.
A bit disappointed with a young lady who served the customer, seemed she is the daughter or the owner or something. She didn’t perform that well in her job. NO SMILE at all. Hope she gets better soon 🔜.",Pleasantly surprised with a piece of cheese and crispy roti or prata  for only 20 thb. Black coffee and ginger tea only 15 thb each and comes with a free tea. So sweet.,Good vibe and delicious!,One of the best rotee and coffee shops in town. Went here for a late night munch and was not disappointed. Went for the milk hot tea and banana roti. Definitely recommend.,"Tea, coffee, roti, mataba chicken roti, banana roti..... Mainly roti related all foods are available."
ChIJb2oJV-Ix2jARxXRBRnDLtYY,เครปกาญจน์ by coffee Rey,18.7708369,98.99987139999999,4.8,5,2021-03-20,My son loves eating this very much!,,,,
ChIJceU_-bgx2jARtlhtFHWv-q0,Sert Milk,18.7710097,99.0000216,4.7,39,2018-04-25,Worth Cocoa in Chiang Mai. In price 20-30 baht.,"Milk, tea, bread, French fries, available. Just a small cafe. Taste is ok",It was good service,It's delicious here. The French fries with cheese on top are super delicious. The owner is so friendly that I buy them as a snack every day.,Every menu is delicious 👍❤️
ChIJ56mQBYkx2jAR3S1zPylka1U,Mooncafe by fon,18.771508,98.99990679999999,5.0,2,2024-06-18,"I stumbled upon this place by pure chance, but I wasn't disappointed! The place is very cute, and the manager is lovely! She even came back to check if I liked my order (Thai tea), and if it was sweet enough for me (I told her I like it sweet)!
Just a stone's throw from the Night Bazaar, it's perfect for a quick tea/coffee/juice break! I highly recommend it :)

(P.S.: Smoking is allowed outside)",,,,
ChIJK-kmZQAx2jARbl5yHYG7LPY,Mustafa Roti Canai,18.770868699999998,98.99986299999999,4.0,2,2025-09-19,Another halal food stall in Chiang Mai,"The roti is delicious. The dough is soft. I like it.
The iced tea and iced Ovaltine are OK.",,,
ChIJmWGJFgAx2jARa74LzMG8wfs,เจี่ยปัง ‘แซนวิชย่าง’ ฮาลาล,18.7708577,98.99986589999999,,,,,,,,
ChIJuUNqqHcx2jAR6juCKLfIW8Y,Kingha Cafe & Pizza,18.7720342,98.9996561,4.7,6,2025-01-05,"Ordered the Hawaiian pizza! It was one of the best pizzas I’ve had! The dough and sauce was so tasty, with fresh pineapple! The cafe is such a fun atmosphere too and the staff was lovely. Not one bad thing to say about this place! Definitely a must try!","This is a vibe. The food is incredible.. their cold Thai tea is the best Thai tea I've drank. 5/5, I'd come again.","We ordered Aparty set and got a six-piece small pizza and a four-piece small bread.

Is 6 pieces of L pizza right?

It wasn't enough for two children to eatㅜㅜ",Loved this pizza.  Crust was delicious. High recommend.,An amazing experience with exceptional service – highly recommended!
ChIJ953FJQAx2jARYefXgSdGbqs,House of Tea 茶,18.7678436,99.0055967,4.9,55,2025-06-18,"This café is so lovely! The decor is beautiful, and the drinks taste amazing. I’ve been here twice already but just got the chance to leave a review. The matcha is absolutely incredible — highly recommend everyone to try it 🍵🤎🤎","A lovely little sanctuary for tea lovers.
Such a cozy and calming space. The tea selection is impressive, and everything—from the aroma to the presentation—feels intentional. Perfect for quiet afternoons.","A hidden gem for authentic Chinese tea lovers!
This newly opened tea shop offers a truly authentic experience. The staff are incredibly attentive and friendly, and every pot of tea is thoughtfully prepared right in front of you, adding to the charm.

For just THB 120, you get a full pot of premium tea that can be refilled up to five times — perfect for a relaxing break or a quiet conversation. Whether you’re thirsty or simply want to unwind with traditional Chinese tea, this is a must-visit spot.","The coconut matcha is a must-try—rich matcha with a gentle coconut note that’s so soothing. Cozy space, calming energy, and lovely service",New Cafe first time coming here.. trying iced green tea love so much.. Will come back again. Recommended!!!
ChIJx1weamox2jARxkI-wnqg7Uo,กาแฟเต๋า,18.7671691,99.0054141,,,,,,,,
ChIJhQ4uGgAx2jARXTTWoBI_8_Q,อภิทีคอฟฟี่ สาขา 2 หนองหอย,18.7678622,99.0058701,,,,,,,,
ChIJmyqJ06wx2jARSpAWKNeXsM4,P&P Coffee Fish Cafe จิบกาแฟแลดูปลา,18.7680273,99.0059064,5.0,2,2018-10-07,💖💖💖💕❤️,,,,
ChIJbYoaywQw2jARW2X2bl5TOyg,Whancham coffee,18.768584699999998,99.0058514,5.0,1,2024-04-20,"Hi. I have driven and walked past Sunny Hotel/Cafe on many days and today, decided to come here for a coffee before going to Rimping.

It’s really a nice place.  Not really a coffee cafe but the mocha yen was good and I really enjoyed sitting here with the coffee and a book.  And, walking around the hotel area gave me an idea to stay here someday.  It’s a beautiful hotel area and having a coffee with that in the background, made it a nice stay.  Thanks.

The hotel info:
https://maps.app.goo.gl/LWuQvuBwpSr32E8F6?g_st=ic",,,,
ChIJ87ZUNRsw2jARg7ukxPpZTMU,Pause Bistro (steak & Korean food),18.7682678,99.0060579,,,,,,,,
ChIJqScFjgQw2jARkCrYy1I_ojI,เฒ่าแก่กาแฟนมสด,18.7705184,99.0064269,5.0,3,2023-12-12,Very nice people serving cold drinks in their cart. They have a English menu and photos for other drinks. 25baht for the medium size 30 for the large ones.,This plc didn't Close! It becomes a shop stand instead of dine in plc. 20 baht for a big bunch of fresh milk coffee omg which u can't buy anywhere else! It seems no business but turns out the stall owner was sooooo busy to making on line orders. AND THE COFFEE R AUTHENTIC THAI TASTES N VERY GOOD!,The taste is good. I'm a regular customer. The shop has good service. They're friendly and talkative.,,
ChIJX5kjLQAx2jARyACneGd0aV4,Minimal coffee บ้านเด่น-ราชเวช URBAN MYX Banden - Rajavej,18.770685399999998,99.0062573,4.8,9,2026-01-07,"Great new minimal coffee branch near Rajavej! Lovely local Chiang Mai coffee beans which you can choose from for your order (dark, medium, and light roast) with very friendly English-speaking baristas. Cute, compact, and so affordable!",Cute minimalist Cafe... terrific Chiang Mai beans - 3 levels of roasting ... friendly English speaking service ...,"Minimal coffee is right.
'Are these one or two shot?... Two.'
Get small coffee, minimal taste.
'This cannot be two shot...
'You' re right it's one. Pay more and i will give you two.'
So its assumed customer too dopey to tell the difference - ie another scam?
'So you want me to pay more for what i already ordered?... Yes, it must be her English.'
But you heard me, and your English is perfect. '
Forget about it. Customer lost","It's a great spot for a morning coffee break, perfect for a stop before work or after dropping the kids off at school. The shop is beautiful and the taste is excellent.",Super cute café and very delicious cappuccino 🥰
ChIJ1bzCkbMx2jARA-yLHldTzRs,BIKE CAFE' CNX,18.771579,99.00635640000002,4.6,37,2019-10-02,Cosy little cafe with indoor and outdoor seating where we stopped for an espresso and a cappuccino. The coffee was good but what really impressed us was the honesty of the barista. We accidentally broke the espresso cup and offered an amount to compensate but he told us it was too much and only took a token sum when we insisted. Five stars for serving up coffee with integrity!,"Friendly service, great coffee, cute layout seating inside and out l. Pet friendly outside seating!","Small, cosy coffee place.
Their orange americano is made of fresh orange juice that smells superb.",Very good coffee here. Only 4 stars because the coffee was quite small. I would be happy to pay a little more for a larger size.  But I would definately go back if I was in the area.,"Much better coffee than Doi Chang, and just 35 baht for a latte! Great ambience with cute kittens..."
ChIJ97f85wAx2jARNWt2yF54_xQ,คาเฟ่เด็ก & วาฟเฟิลฮ่องกง,18.7707121,99.00637139999999,,,,,,,,
ChIJN6-xUEox2jAR4dfJ0B7wTrI,JAMSAI Home café,18.7706583,99.00683269999999,5.0,2,2022-06-10,,,,,
ChIJtSqKZAQw2jARTQzIin0cQz0,มอตโต้ คาเฟ่,18.771694699999998,99.00647889999999,4.3,3,2017-12-29,Really a great cappuccino,,,,
ChIJdR_OfAwv2jAR1xAx18CK4hY,ชากาแฟน้ำปั่น,18.7707272,99.0139626,,,,,,,,
ChIJ59TlVm8x2jARzrkV8RlrsxQ,ร้านกาแฟโบราณ,18.7709042,99.01254759999999,,,,,,,,
ChIJUTGRTg8w2jARr9EWB-BObn4,Super Wings Home Cafe,18.771595899999998,99.012587,4.7,39,2019-11-15,True to the name the wings here are definitely super good. Cooked to perfection they are crispy on the outside and meat just falls off the bone. If your not in the mood for wings don't worry they have a full menu that will satisfy any craving.,"Outside the city center. Very quiet place, easy. The food we ordered was good. The prices are correct. A good place for lunch or dinner.",Delicious!  Hard to find potato dishes in Thailand,Came back two days in a row. They have the very best wings! Super cheap prices.,Delicious food and you can't beat the price. As a Canadian to see macaroni and cheese on a menu was very exciting. Came back to this spot multiple times in my stay in Chiang Mai!
ChIJT91MpKgv2jARFdIJFwg6Cyo,The racer 69 cafe,18.7719463,99.0154472,4.0,4,2022-06-21,This is permanently closed :(,,,,
ChIJs68urCcv2jARRx55uWD8VPE,No.13 Coffee &Twomee Studio สาขาเลียบทางรถไฟ,18.7721138,99.0173755,,,,,,,,
ChIJHbGVdAAv2jAR7tWblaDkSnw,BLOBM,18.767667,99.024943,,,,,,,,
ChIJK6agn1sv2jARlq0tUN0zyMc,อนุบาล๑ คาเฟ่,18.7705686,99.0244469,4.9,13,2018-11-13,"Very nice small coffee shop, the coffee are very taste! the owner are very nice and kind, the atmosphere is very chill, come to support this place","Very tasty coffee, the owner is a nice and kind guy, it is recommended to come and visit",The American tastes good. I like it.,The coffee is delicious and the owner is very kind.,"Delicious coffee, affordable price"
ChIJc59o-wYv2jAR1bzJ95suG60,CM Coffee Drink,18.7696006,99.0259373,4.0,2,2020-11-08,"Cheap, sweet and creamy. The latte is extremely sweet, probably with condensed milk (I think?).",delicious,,,
ChIJodF8ihUv2jARg_iDoxqGPnE,โดนามอน คาเฟ่,18.7695184,99.0259967,,,,,,,,
ChIJNUDLM24v2jARyhMrGtT_3BE,Naaban cafe,18.7686965,99.02664449999999,,,,,,,,
ChIJ5XizwAIv2jARwVVBgtIOKdg,Old town,18.771952199999998,99.02250889999999,,,,,,,,
ChIJp6ali_Ev2jARPWN1COy61jY,Café Amazon,18.7694002,99.0298038,4.0,230,2024-05-29,"Almost 7 am but the cafe is really dark , no light in the cafe except at the counter . Asking the barista what is inside the Amazon gift, she said no idea …. Black coffee taste like burnt coffee","I ordered a strong coffee and hot water? The hot water was in a glass, scalding hot and undrinkable. As someone who really likes Amazon, this was extremely disappointing. The service here was the worst I've ever experienced.","It's located right by the road, a small branch. On days when I work early, I'll come to buy coffee here first. But in the early morning, one employee can still handle the few customers. During midday when there are many people, I don't know if the service will be sufficient or not.",Taking very long and getting a wrong order.,"Lower standard of services. Order two coffee, one 50% sweet, and the other normal sweet. No stickers put on."
ChIJqS8jQvIv2jARdQtXT8SvWKo,กาแฟสิริ กาแฟเชียงใหม่ Siri Coffee หน้าบิ๊กซีดอนจั่น •คนละครึ่ง•,18.768633299999998,99.03121639999999,4.6,25,2019-01-12,Mellow coffee beans.  Selection of snacks available.  Prices fair.  Everything written in Thai but no problem at all.,"The coffee is delicious. Latte is 50 baht. If you like it very sweet, I would like it very, very sweet. I ordered it less sweet, but I think it's still sweet. Haha.","It's become my regular spot every morning.
Sunday is a holiday, so the shop is a bit busy.
The menu is standard and reliable, and the prices are reasonable.",Affordable coffee prices and a cool spot in the city center. They even have an air purifier.,The coffee is fragrant and delicious. I'm so impressed with the taste that I've become a regular customer.
ChIJUSTWtSYv2jARsEtwFyRqSOM,SmoothieLife,18.7688099,99.03280490000002,3.7,3,2022-10-28,Delicious! The toppings are fresh and plentiful. It's great value for money. This is one of my regular shops when I go to Big C.,,,,
ChIJA7iV7fIv2jARqAhweYr6XVw,Café Amazon,18.7687733,99.0330135,3.4,30,2019-01-01,"Nice coffee and Amazon is much cheaper than Starbucks. Good place to have a cup of coffee while the other half is doing the grocery shopping. On the upstairs, there is an interesting Amulet Centre with reputable dealers.","Always good to come here.  Good cappuccino, book and people watching.  Thanks for the good service and atmosphere🙏",nice coffee,"Recharged again. I understand that Chiang Mai is a cold city, but it's very hot. I feel refreshed and bright immediately. I'm a fan. I had two glasses and I'm full.","The staff who took orders had a sour face, used words that seemed unwilling to serve customers, and used a contemptuous tone. When I told them I could use points to redeem, they acted even more contemptuously. Overall, it was terrible."
ChIJl8s8xFcv2jAR-8eTJUiPv8g,ร้านกาแฟสด Miracle Coffee Big C ดอนจั่น,18.7687991,99.03307699999999,,,,,,,,
ChIJPYWP8fIv2jARL48NoLLtaBg,Black Sheep de Koffee,18.7689491,99.0330752,4.7,3,2020-01-13,"Flavorful iced latte.

A generous shot of espresso is used making for a full flavored drink.","Good coffee, friendly staff",,,
ChIJa5M_nd4v2jAR53xWVF87Jvs,Mon​ chou​ chou​ -​ บิ๊กซีดอนจั่น,18.769193599999998,99.0330419,,,,,,,,
ChIJGyvqwwkv2jARpVQGYSRsguE,Minimal coffee Big C ดอนจั่น,18.769387299999998,99.03296040000001,2.5,2,2025-04-16,😋😋😋😋,Today's Americano was very bland. The taste was worse than usual. The staff didn't seem to be attentive to the preparation and service.,,,
ChIJI8w-dQAv2jAR_DgBtgfxryE,Wawee Coffee,18.7694437,99.0333148,4.3,39,2017-12-19,"The design
is interesting.
Coffee
is very tasty!","This place is the best!  It’s where I met my wife.  The coffee is excellent and so is the price.  One year ago, I got you a gift.  It came inside something, not round but square.  Maybe inside this, the next clue it will bare.","Top notch coffee at reasonable price, service is attentive, air conditioning always on full steam ... And good music on background...",Delicious coffee in an attractive cafe.  Great central spot to meet up with someone.,"Nice quiet shop in pramanada mall, Good if you are doing some work on the computer and the coffe is good."
ChIJ2e-mFaAv2jARBzjGhCA9kzo,กาแฟเย็นใจ บิ๊กซี เชียงใหม่ ดอนจั่น,18.7695358,99.0331578,4.1,8,2023-03-09,Everything is constantly being improved and improved. Thank you for your continued support.,"The service of the coffee vendors at this branch is extremely bad. The person making the coffee got upset out of nowhere. When I ordered more coffee, he got upset and acted very rudely. I request permission to not use this branch again.","The hot latte is great, the iced espresso is strong and rich, the Thai tea and bubble tea are my favorites. The plum lemonade soda is delicious, and the cheese toast is also tasty. The prices are friendly. These are the places I frequent. There aren't many seats, but it's okay. Be warned, the air conditioning is very cold!","The coffee tasted great, the price was affordable, and the seller was lovely, smiling, and provided excellent service.","Coffee taste: 3/5
Service: 1/5"
ChIJDS3F6Kwx2jARwpjDNCCUzbE,Coff-Cac : คอฟแคต,18.772512799999998,98.9458789,4.8,4,2022-01-01,"The coffee tastes great and is very aromatic, so much so that I had to go back for more. Plus, it's not too expensive, making it great value for money.

The shop might not be ideal for sitting and enjoying your coffee, but if you love delicious coffee, you have to come!!!

I only recommend the coffee. I also ordered Milo, but it wasn't good. It was very bland and lacked flavor and aroma. I think they should add more Milo powder to make it stronger.","This coffee shop, which includes the owner's home, is run by adorable twin sisters 👶. The owner speaks English and I learned that most Thais prefer dark roast coffee beans, while the younger generation is starting to embrace light roasts. The beans in the shop are carefully selected by the owner and are very delicious!",The coffee is good. It's located on the main road and has parking.,,
ChIJo26IgaIw2jARRjXMQQgEfQc,Ram Poeng Cafe,18.7737885,98.9464939,4.7,135,2024-10-12,"This place is a hidden gem in an otherwise touristy spot due to the art village round the corner! If you want a chilled out vibe with great coffee outside of the city, this is your place. We even featured it on our recent YouTube video as my husband had been dreaming about coming back here for a latte ever since last year… he got his wish!!","The biggest value of this place lies on its retro vibe and the owner, who was lovely. But it being located right on the narrow street side plus having busy footfalls of incoming tourists nearby make the atmosphere not as chill as expected (loud!).

My coffee was more on the milky taste than coffee. The carrot cake was good enough but nothing to write home about.",Lovely cafe a short walk from Baan Kang Wat artist village. Lovely vibe and carrot cake was delicious. Highly recommend coming here for a quiet coffee and cake.,"We stayed at an Airbnb in the same property as this cafe and we were so lucky because the cafe was so amazing! The owners were so kind and generous, the space was so gorgeous and natural, and the food was great!! Everyone should try this cafe!","I really love this café
Nice owner, nice coffee, nice service"
ChIJ0dQWGJ0x2jAR7SQ0siZunIw,ENOUGH FOR LIFE,18.7727483,98.94895559999999,4.5,447,2024-10-06,"We were quite disappointed with the drinks. Both the vanilla and cocoa lattes were average but at a very high price. The cocoa was literally Meiji milk with store-bought cocoa but it costs B100. The prices are premium, but the quality it not. The space is cute, but there are thousands of cute coffee places in Chiang Mai with better drinks.",Charming place with plenty of homeware for you to shop. There’s also a cafe space for you to chill. Walking distance from baan kang wat so would recommend you to come when you’re visiting the area,"It is a Café and they have very bad tasting (hot)coffee!
Nice place but the coffee can't Rally be enjoyed.","100% worth the visit. One of the most beautiful shops in Chiang Mai. The cafe seating outdoors and indoors is impeccably stylish. Spacious and calm, the perfect place to relax. The iced latte and mango smoothie were both made with care.","I will give here a 8/10.
ENOUGH FOR LIFE not only decent cafe shop that is trending online, their beverage and service also nice!
We ordered four beverage, personally really recommend the strawberry cream one.
I usually don’t eat the cream but this cream was so fluffy, really amazing! And the strawberry jam not only the jam also can eat real strawberries in it.
I need to say, they combined very well.🥛🍓
We going out of our way to visit this shop, and it’s worthy!
If you plan to go to Baan Kang Wat, these two places can be together!"
