place_id,name,lat,lon,average_rating,total_review_count,earliest_available_review_date,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
ChIJj_kscwAx2jARSeIFigXlrJo,People coffee roasters,18.7652994,98.9937496,4.9,10,2023-12-22,"Nice coffee for daily coffee
Cheap price nice coffee
Especially who love black coffee with light roast with fruity flavor",They have nice coffee and the service is good and friendly. The iced mocha and cappuccino were excellent.,"Great fresh coffee, great price and friendly service.",Use it to find fresh coffee at a great price.,"Great coffee, delicious coffee, very cheap price starting at 35 baht. Two roast levels available: medium and dark."
ChIJDzhhuFox2jARAPNwI5U-CgE,Roselights cafe5,18.7582661,98.98986239999999,,,,,,,,
ChIJPSTPTQAx2jARZIwZFxXZBS8,Mach Room Cafe,18.76157,98.98881100000001,4.7,3,2025-08-13,"I go there often; the environment is nice 👍, and it's not far from the old town.",,,,
ChIJ-7Rhw5sx2jARUli77-zwfIs,กาแฟสด วิปครีมคอนโด,18.7644662,98.992729,5.0,1,2021-08-02,,,,,
ChIJ16iViWsx2jARNlKK8V8m5XQ,enough.,18.758897299999997,98.9901802,,,,,,,,
ChIJjQN7jxQw2jAR7AB1KroBZC8,บ้านจันผาวาสนา,18.762271,98.993072,4.6,8,2016-10-13,So Good !!! Coffee is testy !,"Great coffee, great atmosphere..☕🍵😄",There's a good variety of drinks.,,
ChIJARFybhQw2jARJOkVBrKCnkg,กาแฟ จ๊างน้อย ดอยงาม,18.7621215,98.9945518,5.0,1,2025-02-25,,,,,
ChIJw5SyahUw2jAR_a3JoiiX2Ok,Mococoshop,18.7587095,98.992228,5.0,1,2016-03-03,,,,,
ChIJ1RLVVgAx2jAROlusOmi5hR4,กาแฟมิ่งมิตร สาขา มหิดล,18.7638121,98.9925731,,,,,,,,
ChIJfeXbfgAx2jARcrHtT2t09Kk,ร้านHi You Coffee Teaมหิดล,18.764167399999998,98.9920715,5.0,1,2026-02-11,,,,,
ChIJkfW2JREw2jARDGdMiCRTq4U,CHIC RUEDOO ชิคฤดู ฤดูไหนก็ชิคได้,18.7648153,98.99907309999999,4.8,511,2025-10-24,"Environment is really chill and cute dogs are here to warmly welcome you at the entrance. Beware of over petting cause they are too demanding 😅 The greatest thing is there’s no influencer or photogenic. If you really looking to work in cafe or quite talk or try delicious things, I recommend this place.","Super cozy, well decorated and chill coffee shop, hide it in a nice neighborhood.
The coffee is great and the food is quite tasty.
Co-working area, super clean and the staff is very friendly.
A big plus for the cuty dogs! ;)",We had the Turkish eggs which were done very well and one of the owners shared later that they make their own Greek yoghurt so that explains the quality taste! Banana cake was very good too. Coffees were also commendable with the Americano and Piccolo we ordered. Ambience was very relaxing and chilled with friendly staff and service,"This is one of the best cafés/restaurant I have visited for a long time that offers a harmonious blend of nature and comfort, featuring delicious food and coffee in a welcoming environment.  It is a place with a cozy and relaxing ambiance created by elements like good lighting, relaxing music, and thoughtful decor. This environment is complemented by excellent service from friendly, knowledgeable staff, and high-quality food and drinks, creating a memorable and enjoyable experience for guests. The atmosphere is still and serene, offering a quiet break from the outside world.

There is sufficient outdoor seating as well as indoor seating.","Absolutely adore this utterly charming restaurant/coffee shop!
We were lucky enough to stay nearby and spent every morning leisurely enjoying their delicious coffees, smoothies, and wonderful homemade items as we lounged on their beautiful garden. The people who work here are all kind and incredibly hospitable. My son and I enjoyed their collection of art books, loved the music they play throughout the day, played with their adorable dogs and enjoyed the interesting other customers here.. we also had fun strolling the surrounding neighborhood.
Don’t miss this gem of a place!"
ChIJL6HXMkMx2jARtxs28OGwBis,Undo Studio,18.7615464,98.99793249999999,4.6,136,2022-07-09,"One of the best rooftop cafes. Inside is quite a small space. Harder to find and meant to be that way. Once you locate the warehouse, just follow the arrows up to the top floor. Fun little adventure. Great views and always quiet.","Quaint little rooftop cafe. Unique floorscape to guide you to the top floor. Cozy and nicely juxtaposed place amidst the warehouse beginnings.

Coffee was good. Tea w yuzu was better. Lemon dessert left a nice zesty twist.",A little hard to find because the sign is so small. Down stair is the electrical warehouse you need to follow the sign come up to 3rd floor roof top. The coffee I order is latte is quite smooth. Price 70 bath.,Very cute little rooftop spot we found near our hotel. The drinks are great! The cafe is a little tricky to find but once you find the entrance there is a clearly marked path on how to get up to the rooftop.,"Very neat wee coffee shop that's very easy to miss if you're not looking for it.
Cosy and quiet atmosphere, with an amazing view.
Staff were friendly and welcoming.
Prices we're a bit steep, but still well worth it.
Would highly recommend 👌"
ChIJX-F93BYw2jARi_112Rkeafs,ชามุกไต้หวัน 68 ของแท้,18.761698799999998,98.9984861,4.6,51,2018-11-19,"By far my favourite Boba in Chiang Mai. By default it is a lot less sweet than other milk teas around so you can actually taste the tea. Plus you get a cup full of tea, not a cup full of ice",Good bubble tea!! Highly recommended!!,"Authentic Taiwanese bubble tea shop. Delicious tea. You can buy raw pearls to brew at home, or buy pre-boiled pearls.

Tea types and palm prices are illustrated.

The road to the shop is quite congested. Parking is available by driving in front of the shop. There are about 3-4 parking spaces, making it quite convenient to change entrances and exits.

The shop also sells Chinese tea, snacks, Taiwanese chili oil, teapots, and many other Taiwanese products. You can browse and choose.",We've been selling for a long time. The pearls are very chewy and delicious. The drinks are rich in flavor. You can park inside the shop. We're closed every 1st and 16th of the month.,"I've been eating this since I was a kid. It's not too sweet, tastes good, and the pearls are chewy. It's a great value. ⭐️⭐️⭐️⭐️⭐️"
ChIJsTHUq_Mx2jARMdEONCIJa5Q,Splashcraft.th,18.7635217,99.00003600000001,5.0,5,2025-03-12,SUCH A PRODUCTIVE ATMOSPHERE !!!,"The cocoa is delicious! It's a new shop under the BK dorms, and the prices are reasonable.",,,
ChIJDRrMPeEx2jARZjBTqCSsgjI,Kingdom Coffee,18.765311,98.99550389999999,,,,,,,,
ChIJo-y48HAx2jARSduep8KoJLE,kluay pa cafe (กล้วยป่า คาเฟ่),18.7628754,99.00033700000002,,,,,,,,
ChIJl6tI0BYw2jARXBcOPnLuL5g,Cafe 43,18.7621817,98.9984966,4.8,6,2019-06-13,Good,"This coffee shop has a cozy, temple-like atmosphere. I drove past and decided to stop in for a drink.
The atmosphere is relaxed and chill. The owner is attentive and caring. The coffee is high-quality, fragrant, rich, and creamy. The ambiance is great. The place is clean, and the restrooms are clean too.
I'll definitely visit again :)","Excellent service, delicious food, clean environment, spacious parking, and very affordable prices.",Easy to find.,
ChIJDWM3xUgx2jARztzyy9EMJBk,One Chan cafe,18.761072,98.997036,5.0,6,2021-07-02,Small but lovely and cozy cafe. The owners are lovely! Uncle and aunties! The drinks and desserts are fine + cutie mascot 💖,"Small cafe set in the garden of someone's house, complete with their super cute dog who will come up to you to say hello. Coffee is good, so was the atmosphere.","Good coffee, cute shop, and there's also an underground camping shop.",The cookies were delicious and the light came out of my mouth because the butter was good and not expensive. The cola was delicious and fresh. The coconut pudding was also delicious. The reception staff was very cute.,It was great! The atmosphere was very friendly.
ChIJ6618dRgx2jARQmG9OKcHTtA,Whatever cafe,18.763292699999997,98.9984482,,,,,,,,
ChIJx7XSUfgx2jARmvPdaoSafwQ,ร้านกาแฟโบราณน้องธัน ส้มตำแซบ,18.7646947,98.99639520000001,5.0,2,2021-08-03,Good services,,,,
ChIJ531e3_4x2jARnBe0hHpgAdw,Cozy Chum-house cafe,18.7620641,98.9985239,,,,,,,,
ChIJH3ndMAAx2jARFNkV9OyExjI,๑ฤดู coffee house,18.7620866,99.00010329999999,,,,,,,,
ChIJrdwDjEcx2jAREDdMlJYMs60,Forever Young Cafe,18.7626331,99.0027162,4.9,38,2022-08-30,"Its a little hidden but its worth it to find. The decor is simple and stunning. The music is perfect volume and it amplifies the cafe. The cappuccino was lovely, croissant was okay. Light and flacky. They don't have wifi, which stinks cause i came to do work but not a deal breaker. Im not sure if they are new or the mall area is also new but keep them busy and come have some coffee and tea","Forever young café serves the best Ceylon tea in town, along with a wide variety of coffee and healthy drinks.
The warm and kind service makes every visit enjoyable, and the beautiful view of the Ping River makes it even more special.
Truly worth a visit—it always brightens my day.🥰","Nice riverside atmosphere, though it can get noisy with groups, so it’s not the best spot for focused work or meetings.

The menu is limited, especially given the wellness location—I expected more healthy options, but most dishes are microwaved, which doesn’t feel very fresh.

Prices are on the high side for the quality. The croffle was the biggest letdown; it wasn’t proofed properly, and the dough was undercooked, which left me feeling bloated.

Overall, unless you have a specific reason to visit, there are better options nearby with better food and value for the price.","Seems to open on Sundays. The coffee shop is on the 2nd floor, above the parking area. The staff are polite, the price is reasonable with good quality drinks. Free WiFi from mobile network providers is available. Free drinking water is also available. The atmosphere is peaceful, not over crowded. It is a perfect spot for killing time at senior wellness centre. Hopefully they will use reusable cups for dine-in in the future.","This is a really nice coffee shop at the recently opened Senior Wellness Center. The coffee is excellent, served by friendly staff in a relaxing atmosphere with views of the Ping River. They also have a selection of ice cream and bakery desserts."
ChIJ2QbdQAYx2jARXDMqR8SMZHE,Sahai Cafe,18.762723599999998,99.00584669999999,4.3,51,2022-04-04,nice place ; good staff; outside seating a bit noisy from the road; good coffee,"This is the same cafe 3 minutes from where I live. I did a grab pick up and hit the wrong one.

20 minutes later, with all the traffic for school, I made it.

I ordered two ice lattes. They bagged the latte and the ice in the cup separately.  My first experience and it was a pleasant experience.
Once I got home and put it together, the cup was full. I was definitely impressed.

Parking is limited on this busy street for cars. Scooters rule!!","There are much better coffee shops around. Skip this one. This shop charges 15 bath extra per coffee for actually putting the coffee in a cup 😂 and they use misleading photos in their Grab app.

This shop, 2 low quality cappuccinos delivered; 191 bath.

Other shops, 2 good quality cappuccinos delivered; 120 bath.

Will not order again. This shop needs to upgrade their packaging and service. Anybody proclaiming anything else seemingly has low standards for their coffee and service.","Nice coffee and friendly service. We were impressed with the coffee as we are from Sydney, love our cofee and this is the best cafe so far.","Very nice coffee shop, reasonable price and taste great."
ChIJDVox6cwx2jARjUI-an48SFE,Yoru Tea,18.7623954,99.00612799999999,4.8,6,2020-11-22,My most favorite Tea beverage in Chiangmai.,they desperately need a signboard,Cute little cafe,This shop is closed.,This cute Japanese-style restaurant has comfortable seating and excellent service.
ChIJM6jjfBcw2jARD_LgqcG1yaE,ร้านกาแฟนกแก้ว,18.762835499999998,99.0055584,4.0,2,2021-02-07,Hand roll set delivery available,,,,
ChIJ1f2c3Zox2jAR6oltUQycyxw,เคหะหยอดเหรียญ กาแฟสด,18.7617875,99.01102999999999,4.5,15,2025-04-10,residue,wonderfully,,,
ChIJG17kse0x2jARyzM0h5gmfzQ,คาเฟ่แมว Cute Cat At Home,18.763257799999998,99.00754359999999,4.9,100,2025-05-04,Really nice place. All cats are super friendly and silly with different personalities. These are well loved and cared for cats. I took some funny pics. 😅🤣🫶🏽,"It was my first animal cafe and I loved it :) the owner is very friendly and polite and the coffee was great.

They have a lot of games you can play and also cat and dog toys to play with the animals wich are well behaved and super friendly and curious :)

10/10 would come again",Cute cats and dogs. Friendly staff and the owner is a local Muay Thai fighter! Great experience,Cute cats and friendly corgi. The shop has few boardgames to play with friends. Entrance fee 79 thb/person drinks and sweets price are quite cheap.,Very nice place. Friendly owner and cute cats. Relaxing atmosphere.
ChIJ_SUKQc4x2jARISNszFIjjn8,Fellowship Cafe & Co-Working,18.7655712,99.0054658,4.9,69,2024-05-19,"Amazing co working space. So quiet. 3 floors. Clean. Coffee & tea taste amazing.

Owner is normally there & is super cool & the lady that works there is extremely friendly.

Highly recommend for some good drinks & a place to get work done.","Cafe downstairs, office vibe upstairs. Free coworking space with good internet and lots of outlets. Great coffee, phenomenal carrot cake, and very welcoming friendly people. Will go back for dinner soon. Thank you!","Great cafe and co work space.
Can work upstairs in a quiet room and get delicious drinks and food downstairs.
Best part is the community here. The owners often organize live music and game nights.
Perfect place to meet like- minded people",Large is huge and it tastes so good! You are assured of a warm welcome and a great cup of coffee at the Fellowship Cafe.,"Bunch of really lovely people running a cafe together.

They got indian food like Paratha, and chai as well.

I had a sandwich.

The atmosphere was friendly, everyone greets you, makes you feel comfortable and then the food is delicious as well.

The portion is fulfilling and the pricing is on point.

I can see myself coming back again."
ChIJS3LAfAAx2jARV2Gw6cQjy90,CHO (Bar & Music - Craft Beer Chiangmai),18.7633682,99.00587999999999,4.9,101,2024-07-03,"Chiangmai good vibe & nice beer🍺 A local beer bar near Mae Ping river, serving a selection of on-tap craft beers and stuff.

You can try before ordering. The shop owner is very nice and friendly 👍🏻

This small shop located near 7-11. Few parking spots alongside the road.",Super chill place and the staff very friendly . you can come and try their craft beer . recommended  . from 🇲🇾,Great staff serving you delicious selection of craft beer while you enjoy the local live music. Go here and enjoy!,"I came here to have a beer and ordered a Maisel Weiss. If you like IPA, they have about 4 different tastes. Live guitar solo singer on weekends. Great voice. The beer is good.","Very friendly local craft beer spot! Both local and imported “COLD” Beers on tap  🍻

Staff are very nice and service is really good 👍

Highly recommend for a chill drink"
ChIJFQYmWDgx2jARXLR5828VKZk,Craft cafe @Nhonghoi Chaingmai คราฟท์คาเฟ่ @ หนองหอยเชียงใหม่,18.7643861,99.0057485,4.8,16,2024-08-18,"Delicious coffee! Local climate - great to see how everything isn't so fast.
You can also eat cakes :) they are also testy:)","Small Professional mobile n repair shop incl sim cards etc
It's a nice a/c shop with a comfortable  cafe corner  (very good cafe and toast snacks). The shop owner makes nice crochet bags and flowers souvenirs ,  English speaking family....","Popped in for a coffee and a smoothie, both 1st rate !","Good tea, bad attitude.","Small shop where they have super tasty fresh bread with all kinds of toppings and we also had a delicious smoothie, very nice people"
ChIJ3bY0Cxsw2jARJa1g4H-pa_U,Fuel Coffee PT หนองหอย,18.7654917,99.0059069,4.5,57,2019-06-03,Very pleasant environment in a rather unlikely location adjacent to a service station. Had an iced cappuccino that was excellent. Great place to have a coffee and take a breather from the heat.,"Great coffee cafe in Nong Hoi area of Chiang Mai.  Inside petrol/gas station. One of the best Latte I have tasted recently in Thailand and just the right temperature. The sandwich was also nice but a little too sweet but that's Thailand.  Atmosphere and staff were very nice. Best of all is the very reasonable prices. 95bt for huge coffee and sandwich.
Top recommendation.
24 July 23. Still great
4 Oct 23. Still great coffee and friendly staff.","The staff is lovely and very smiley. It's a cafe next to a gas station, but the warm reception and great coffee aroma make it a very pleasant place.","Nice place for good coffee, got a latte and an Americano",Great little coffee shop. Nice quiet music and subtle lighting. Wish there were more desert choices. Wonderful place on rainy day.
ChIJdXFcsvUx2jARSM3lfPWwZd8,Alchemist drip coffee,18.761957799999998,99.00680930000001,5.0,2,2024-09-30,"This drip coffee spot  in the Nong Hoi neighborhood of Chiang Mai is like hanging out at a friend's house—if your friend was super passionate about coffee!

The owner, Mac, is all about drip coffee, using a great selection of Thai beans to craft each cup. The shop’s spacious yard, full of plants and greenery, gives it a super chill vibe, perfect for relaxing and enjoying a slow brew.

If you’re into coffee, it’s definitely worth a visit!",,,,
ChIJGw3Jam0x2jARYHIxeHDring,mom & sis coffee or tea,18.7637077,99.005792,4.6,27,2020-12-09,"Pleasant open air coffee shop
Fast service
Coffee tasted great
Cakes and cookies are available
Cold water too","Great coffee, we had cappuccino. Bu the cake wasn’t that good, the location is really good you can watch the street and traffic which is a busy area while you are having your good coffee!",Very Good Taste Coffee and Very Kind Manager. WIFI Available.,Good coffee. Noisy road to have coffee shop though. Minimal selection of cake.,Reasonable price coffee in open air coffeeshop in Nong Hoi market
ChIJNX_bJlgx2jARYesUsNpmvkg,ร้านน้ำเต้าหู้ หน้าตลาดหนองหอย,18.764102599999998,99.0057511,4.0,1,2023-08-22,It's well-equipped and has a lot of ingredients.,,,,
ChIJpzpiCU4x2jARepEGY3oEcbY,สุขสันต์ คอฟฟี่ สแตน,18.7616539,99.0103786,4.8,17,2021-10-09,Good coffee,A small coffee shop with a counter but delicious coffee with good taste and affordable price.,"Atmosphere: Very nice place, good atmosphere, clean.
Service: Good service, a wide variety of drinks. The owner is friendly and attentive. Although the seating is small, it's okay. Next time, I'll try more new dishes. Today, I'll take this one.
Other Conditions: There's ample parking to accommodate a reasonable number of customers.","I love it, love it, love it! I even chatted with the owner... haha. I love the taste of the cappuccino, it's the richest in this area. High-quality coffee, I highly recommend this shop!","Butterscotch Latte, Matcha Green Tea, Iced Tea, Iced and Blended Cocoa, Iced Americano, Latte (less sweet, very smooth and fragrant milk) – honestly, everything on the menu is delicious! And the price is more than worth it."
ChIJMe9w5TUx2jARfs1Jj7suTf8,MEEKINCOFFEE HOUSE หมีคินกาแฟสโลว์บาร์,18.76233,99.0114,5.0,22,2024-06-14,Lovely coffee and Toy (the owner) is very friendly. She speaks English well and you can buy waffles in the morning from the street seller outside her cafe. My chocolate waffle was tasty and fresh.,"Pin is an extraordinary person. She welcomes everyone with a warm and kind smile. The food here is consistently delicious and the drinks are made with so much love.

Also, Pin makes the cutest crotchet items! I definitely recommend!","Absolutely wonderful experience, I would highly recommend eating here!",Good coffee Good service.,Delicious coffee very well priced.
ChIJFeY9aAAx2jARFiJ5v9za6pQ,ออนเดอะเวย์คาเฟ่เชียงใหม่ สาขาการเคหะหนองหอย,18.7622492,99.0112947,,,,,,,,
ChIJ-00MzQEx2jAROhShnVVTe0w,Sunnymoon​ Cafe たいようムーン,18.7634607,99.0097744,5.0,3,2022-08-04,,,,,
ChIJ8-kf_vIx2jARlfxYVLumYek,34¹ Garage cafe',18.763176899999998,99.00954139999999,4.5,4,2022-06-04,The atmosphere is nice. I stopped by for a check-in while waiting for my car to be repaired.,,,,
ChIJHa29atkx2jARJQUQYwF5yfY,999กาแฟ&ชาไทย,18.763420399999998,99.0111129,,,,,,,,
ChIJQ_52sSsx2jARMLtBJp27EZw,ฮิมเหมือง coffee by แอนนี่,18.7619227,99.00880699999999,,,,,,,,
ChIJ3XjJ8BMx2jARasGITloiEdw,Nick coffee ชาแท้,18.764639,99.0108188,,,,,,,,
ChIJBzezDFIx2jARSFgLLQRcJyo,ร้านมุมกาแฟ,18.7615224,99.0116178,5.0,1,2019-01-15,"The coffee is delicious, not expensive, and the atmosphere is great. 😄😵😛",,,,
ChIJPUpdMpAv2jARIOfVOL2TMU0,The Arc Cafe and Surf Skate,18.7626413,99.0200359,4.4,76,2023-08-14,"A little disappointed they only serve you in plastic cups. Felt like the service was a bit out of sync with the venue. A good place to chill out for a day to work - two indoor spaces and one outdoor patio is available. Personally did not feel like the coffee felt a bit too flat for a latte, so I would probably opt for a non-coffee drink or espresso next time.","The Arc Cafe in Chiang Mai is a spacious and visually appealing destination that caters to both food lovers and those seeking a beautiful backdrop for photos.

Ambience and Setting

Spaciousness the cafe is known for its ample space, but they have few comfortable seats few aren't if there are more than 10 couples you have to sit outside in the hot temperature

photogenic Corners: It boasts many corners designed for taking beautiful photos, including a swing seat. The overall design seems to lean towards a tropical style.

Atmosphere  a relaxed vibe
Food and Drink:
The cafe offers a variety of food options.

Pasta Carbonara The Pasta Carbonara is highlighted for its very creamy sauce.

Iced Latte The Iced Latte is praised for its strong coffee flavor and aroma.

Menu Variety Besides the mentioned items, the cafe also serves other beverages, baked goods, and potentially other dishes.

Additional Points from Online Sources:

Location: The cafe is located on the road along the railway, near Montfort College Secondary School.

Opening Hours: The cafe is open daily from morning until evening.

Features  both indoor and outdoor seating areas.

Surf Skate:  The Arc Cafe has a surf skate area.

Parking: Convenient parking is available.",Wonderful and very cute place. Now before Xmas the decoration looks lovely. Great place for work too.,"As a inline freestyle slider in Chiang Mai, I recommend this place. It’s big enough and the area is smooth. They also can do vegetarian egg fried rice without onion and garlic",Not too far from the railway station. Lots of parking space. Good place to get some coffee and some cake early afternoon.
ChIJvcOQUuEv2jARY4XHQZRhccQ,ฮิลล์คอฟฟ์ Hillkoff Learning Space,18.7609645,99.0181168,4.8,291,2023-07-04,"We booked a Latte art 101 workshop a few days ago through Messenger. We had to pay half of the workshop (~7k TBH for 2 ppl) to secure our booking. All the process was smooth.
Today we had our training with the lovely Ticha. She was very kind, patient and cheerful. We really enjoyed the training (9-12 ; 13:15-16), and learned a lot. We truly appreciated the way she taught us: practicing with water, showing us first, helping us for the right gesture, recording us and then giving us detailed feedback with the video, step by step. It was really helpful!
Thanks again Ticha and all the best!","Had a wonderful training session by Kru Tica! Such a cheerful, helpful and patient teacher! Enjoyed the latte art lesson. Done tons of latte art! Would highly recommend this lesson with Kru Tica!","Fun and knowledgeable staff — amazing coffee beans & tea selections! You can’t beat the price— and they grind the coffee for you.

Great experience.","The coffee is rich and tasty, and there are all kinds of coffee and tools. The prices here are very favorable.",Hands down nicest coffee supply shop in Chiang Mai and one of the only places to buy green coffee if you want to roast beans yourself. At least 20+ different varieties of coffee to choose from. I think they have the best prices on coffee beans as well. I can say enough good about this place. A must visit coffee shop and supply shop if your living or visiting Chiang Mai.
ChIJDc_17Csv2jARj2kVrjJdFf4,Amway Cafe,18.7608966,99.0179263,4.7,3,2019-11-20,"Place to sit and wait while shopping at Amway shop. Place is clean and cozy environment. Variey of drink menu including promoted health Amway drink to select from. Price is for Amway member, having your number available for cashier. Only low side is in the afternoon the sun go through big glass wall, it quite hot inside.",delicious,,,
ChIJbfSDY6Ix2jARkekd3hPdNs0,Coffee In Home(กาแฟในบ้าน),18.761965699999998,99.01283029999999,,,,,,,,
ChIJf2L7DjAv2jARt9o1VQ7VEtk,Lunar Coffee,18.7618764,99.0143166,5.0,1,2026-01-18,,,,,
ChIJufydAYUv2jARYjEgYdpDq4U,In The House,18.7619705,99.02001609999999,5.0,1,2020-10-03,,,,,
ChIJQdQKs-wv2jAR4dnqI5rckqY,INTHANIN COFFEE สหกรณ์รถแดง,18.7618828,99.0226162,4.5,41,2021-12-06,Nice coffee and very polite staffs.,Wonderful place. Best staff,The quality of Espresso is nice. We ordered few items and everything was worth for money we spent.,Good coffee. Good vibes.,Clean and nice place to get coffee and something to eat.
ChIJy6KT7uUv2jARDdB1cnBLZDg,Delicafé,18.7626129,99.02313819999999,4.1,59,2017-05-15,"The place is not that bad. Coffee drinks are not that bad either. Coffee served is a bit sweet though surely for those looking for that coffee taste. Staff's a bit panicky when you speak English but they can understand you if things are explained well. The shop, in general is clean. If you don't mind a bit pricy coffee and cake, then this is a good place (a bit pricy coz there are small shops that are not as presentable as this shop but are selling coffee drinks near Montfort School and it's cheaper)","Excellent cafe, nicely furnished, great selection of baked items. Coffee I didn't find expensive, it was of good quality and I'm fussy, staff are lovely.","Cute shop, but furniture is extremely uncomfortable and the radio played loudly even after I asked that it be turned down. Coffee was ok but expensive.",Decor nice but hot latte should be avoided. It is served as foam in a teacup. Has good selection of treats,Today I took hot Chocolate. It is nice.
ChIJM7vI9kAv2jAR4toJm1CjpgY,คาเฟ่คอร์กี้เชียงใหม่ DOG CAFE Chiangmai,18.7620625,99.02143749999999,4.8,10,2021-01-18,There are many cute dogs of various breeds waiting to welcome you. Snacks and drinks are available. You can buy treats to feed your dogs.,"The dogs are so cute! The owner is polite and provides excellent service.
I highly recommend this shop.","The dogs are all very cute. The owners are kind and have a great personality. The price is not expensive for both the entrance fee and the food. However, there is a slight problem with cleanliness, especially the smell of the dogs' urine and the cleaning of their urine. If this can be fixed, it would be great.","The dogs are so cute and friendly. They welcome you warmly, haha. They jump on you like they've known you for a long time. It's so much fun to sit and play with them.",The dog is cute. The owner is very friendly.
ChIJxVGVWw0v2jARe5OYg3aMLbk,Over 8 café x ตึกส้ม,18.7620286,99.0214444,5.0,16,2025-04-07,"I eat kra pao with beef, the food is tasty and the staffs are friendly❤️ will visit next time again","Orange Building's Krapao Platter. I usually order from Grab, but today I came down to the front of the shop to check it out.

The atmosphere is great, air-conditioned, and the shop is very cute, almost like a cafe. There are about five tables, each table can seat 4-5 people. Inside, it seems like a co-working space.

The shop has rice, tea, fresh coffee, and a wide selection of drinks.

The Krapao Platter is delicious. I've tried many dishes and they're all great. The portions are huge.

But today, I tried the Krapao Kai Omelet. It's a dish with Krapao and omelet inside. The omelet is fluffy and crispy, and delicious. I highly recommend it.
(You can choose the level of spiciness.)

The owner is very friendly and kind. The service is excellent. Please come and support us.
The shop is near Montfort School. You might have to make a U-turn to get here. If you don't want to make multiple U-turns, I recommend parking at Montfort and walking to get it. But there's parking in front of the shop.

Google reviews also say they have free fried chicken with jaew sauce. It's amazing!
It's so delicious and they give you a lot! 💕
They also have a promotion where you check in on Facebook and get 1 fried egg or 2 sausages. So many great promotions!
Highly recommended! 🤍🫶🏻","The shop is clean, the stir-fry is delicious, and there's air conditioning to keep you cool. The menu focuses on stir-fried basil, but there are also stir-fried dishes. The service is very friendly.",The food is delicious and the portions are generous. The owners are lovely.,"A variety of menus, cool atmosphere, very good service."
ChIJOTQoOwAv2jAR2D64MYzsmjo,Poly’s coffee house,18.7620836,99.021371,5.0,5,2025-04-06,"Very good. The atmosphere, delicious coffee, the owner is kind, always has promotions, very delicious. Recommended menu: Orange Americano, very delicious. You have to come and try it at least once. ❤️❤️",The water tastes sweet and refreshing. The vendor is lovely and provides good service.,"Well-rounded coffee, rich smoothie❣️❣️❣️",,
ChIJ09mZqesv2jARg_d2vJv-FQQ,"กาแฟโบราณเจ้าคุณปู่, jao khun pu cafe",18.7649588,99.0215735,5.0,2,2020-11-24,"A small, cozy coffee shop with a nice atmosphere, located in front of Montfort School, Chiang Mai. They offer delicious stir-fried instant noodles and strong, flavorful coffee at reasonable prices.",,,,
ChIJMxAM9Tsv2jAR64nngf9dgwU,ไทยปันคาเฟ่ Thaipan Cafe,18.7621146,99.021575,,,,,,,,
ChIJPVJmOAAv2jARp7f1NUsjLiM,ร้านกระสอบ,18.7607413,99.0219509,,,,,,,,
ChIJ0eTgBuUv2jARLO7cZhfIL-8,Coffee & Bakery,18.7648025,99.0216219,,,,,,,,
ChIJJ596zYgv2jAREWbtznMIowE,BLOCK & PLAY Cafe Chiang Mai,18.763106099999998,99.02568169999999,4.0,65,2022-07-18,"Absolutely blown away by this place. If you want a few hours entertainment for the kids do not hesitate it’s amazing! Everything for all ages and it’s sparkling clean and new. Wow it’s amazing, my 5 year old even cried when we left!","This place is actually 2 separate buildings - one houses the paid play area (120thb/hr) and the other houses the cafe. Cafe has free wifi and a small play area that is free entry. Paid play area is clean and very well stocked with lots of variety suitable for toddlers/preschoolers as well, not just Lego for big kids. Cafe's free play area is less well maintained but still fun for the littles. Very quiet on a Monday midday timing.",Playtime with the most amazing Lego-Sets! Great for special-dates with your children. It’s not a toy-shop. You play for a certain time and you pay per hour. Great value!,"This place is, to borrow an American idiom, “the greatest thing since sliced bread.” My wife bought 50 hours of play so our kids can play while she does lesson planning and other work. Our kids love being here. They love Legos and spend their money on them any chance they get. The great thing about this place is that the kids can have the satisfaction of building the Lego sets they want without having to buy them. Not to mention, the very helpful staff cleans everything up and/or stores the unfinished project for a later date. There are other toys available for various ages of kids, so toddlers up to teenagers (who like Legos) would enjoy this place. I’ve never ordered food from the cafe, but the cookies and drinks are good.","It's hard to get my boy to leave these many themed rooms of great inquisitive fun, so we end up staying for multiple hours."
